This file created by XXX
163 	 1.48 	 0.24 	 0.045 	 0.198 
146 	 0.17 	 0.16 	 0.070 	 0.351 
344 	 1.51 	 0.60 	 0.079 	 0.709 
205 	 0.58 	 0.66 	 0.012 	 0.383 
100 	 1.99 	 0.36 	 0.066 	 0.530 
131 	 1.76 	 0.54 	 0.089 	 0.388 
145 	 0.73 	 0.91 	 0.044 	 0.945 
109 	 0.98 	 0.09 	 0.015 	 0.943 
291 	 1.60 	 0.56 	 0.083 	 0.672 
338 	 0.47 	 0.00 	 0.064 	 0.895 
213 	 0.27 	 0.37 	 0.019 	 0.665 
153 	 0.52 	 0.51 	 0.007 	 0.614 
230 	 0.79 	 0.82 	 0.079 	 0.355 
149 	 0.79 	 0.89 	 0.072 	 0.108 
 72 	 0.09 	 0.19 	 0.027 	 0.439 
374 	 0.58 	 0.16 	 0.067 	 0.553 
293 	 0.22 	 0.98 	 0.093 	 0.220 
115 	 0.05 	 0.26 	 0.081 	 0.231 
133 	 0.85 	 0.68 	 0.046 	 0.486 
 68 	 0.65 	 0.85 	 0.013 	 0.722 
235 	 0.60 	 0.64 	 0.054 	 0.711 
166 	 0.46 	 0.05 	 0.047 	 0.866 
290 	 0.96 	 0.75 	 0.002 	 0.608 
 16 	 1.07 	 0.73 	 0.022 	 0.601 
 66 	 1.07 	 0.62 	 0.066 	 0.809 
374 	 1.05 	 0.88 	 0.019 	 0.775 
 37 	 1.95 	 0.62 	 0.041 	 0.278 
378 	 1.90 	 0.03 	 0.072 	 0.756 
 27 	 1.07 	 0.09 	 0.087 	 0.493 
344 	 1.24 	 0.03 	 0.090 	 0.740 
250 	 0.22 	 0.94 	 0.008 	 0.223 
171 	 0.02 	 0.90 	 0.080 	 0.229 
349 	 0.06 	 0.11 	 0.090 	 0.187 
392 	 0.44 	 0.07 	 0.041 	 0.881 
261 	 1.44 	 0.25 	 0.024 	 0.732 
173 	 1.58 	 0.36 	 0.037 	 0.706 
321 	 0.80 	 0.69 	 0.062 	 0.541 
143 	 1.04 	 0.82 	 0.028 	 0.510 
 65 	 1.99 	 0.58 	 0.098 	 0.682 
208 	 0.62 	 0.63 	 0.012 	 0.509 
205 	 0.93 	 0.51 	 0.023 	 0.251 
 92 	 1.93 	 0.00 	 0.096 	 0.720 
391 	 1.41 	 0.58 	 0.062 	 0.652 
  4 	 1.65 	 0.16 	 0.095 	 0.631 
354 	 1.78 	 0.45 	 0.015 	 0.521 
263 	 0.93 	 0.75 	 0.009 	 0.806 
113 	 1.00 	 0.48 	 0.044 	 0.819 
146 	 1.58 	 0.71 	 0.083 	 0.688 
323 	 1.87 	 0.25 	 0.064 	 0.317 
241 	 1.83 	 0.47 	 0.096 	 0.117 
 41 	 0.51 	 0.23 	 0.024 	 0.376 
312 	 0.97 	 0.81 	 0.057 	 0.135 
136 	 1.96 	 0.25 	 0.044 	 0.729 
301 	 0.10 	 0.91 	 0.089 	 0.765 
265 	 1.91 	 0.05 	 0.052 	 0.215 
103 	 1.55 	 0.55 	 0.079 	 0.926 
330 	 0.37 	 0.99 	 0.001 	 0.243 
207 	 1.80 	 0.08 	 0.062 	 0.613 
 22 	 0.65 	 0.07 	 0.099 	 0.204 
327 	 0.23 	 0.23 	 0.061 	 0.505 
308 	 1.28 	 0.25 	 0.045 	 0.536 
 10 	 0.01 	 0.65 	 0.069 	 0.620 
372 	 0.42 	 0.42 	 0.053 	 0.815 
151 	 1.02 	 0.39 	 0.079 	 0.739 
298 	 0.74 	 0.10 	 0.022 	 0.801 
232 	 1.92 	 0.40 	 0.024 	 0.824 
352 	 1.89 	 0.05 	 0.027 	 0.475 
134 	 0.79 	 0.19 	 0.040 	 0.288 
 60 	 1.10 	 0.98 	 0.081 	 0.826 
189 	 1.88 	 0.06 	 0.004 	 0.568 
 85 	 1.51 	 0.92 	 0.063 	 0.547 
163 	 1.94 	 0.00 	 0.005 	 0.454 
 69 	 0.83 	 0.24 	 0.046 	 0.434 
306 	 0.20 	 0.46 	 0.019 	 0.418 
305 	 1.12 	 0.88 	 0.004 	 0.678 
 36 	 1.66 	 0.67 	 0.009 	 0.913 
201 	 1.48 	 0.71 	 0.067 	 0.857 
291 	 1.27 	 0.32 	 0.082 	 0.170 
373 	 0.00 	 0.93 	 0.054 	 0.968 
160 	 1.42 	 0.58 	 0.056 	 0.565 
375 	 1.86 	 0.06 	 0.054 	 0.114 
175 	 1.18 	 0.35 	 0.084 	 0.217 
290 	 1.78 	 0.64 	 0.039 	 0.276 
315 	 1.84 	 0.26 	 0.092 	 0.926 
191 	 1.44 	 0.32 	 0.013 	 0.152 
357 	 0.48 	 0.13 	 0.032 	 0.587 
 16 	 1.61 	 0.67 	 0.021 	 0.833 
245 	 0.93 	 0.09 	 0.084 	 0.166 
263 	 1.43 	 0.42 	 0.049 	 0.391 
 28 	 1.69 	 0.53 	 0.003 	 0.476 
130 	 0.97 	 0.49 	 0.056 	 0.450 
163 	 0.21 	 0.86 	 0.096 	 0.567 
  8 	 0.34 	 0.23 	 0.075 	 0.692 
308 	 0.20 	 0.71 	 0.028 	 0.142 
206 	 0.60 	 0.59 	 0.048 	 0.712 
 73 	 0.42 	 0.99 	 0.004 	 0.610 
 51 	 0.04 	 0.33 	 0.059 	 0.917 
284 	 1.49 	 0.96 	 0.097 	 0.117 
213 	 1.19 	 1.00 	 0.077 	 0.404 
312 	 1.49 	 0.72 	 0.006 	 0.396 
319 	 1.77 	 0.64 	 0.092 	 0.408 
348 	 1.08 	 0.68 	 0.076 	 0.203 
394 	 0.70 	 0.17 	 0.088 	 0.496 
278 	 1.27 	 0.47 	 0.031 	 0.115 
 86 	 1.31 	 0.84 	 0.063 	 0.676 
371 	 1.73 	 0.18 	 0.070 	 0.817 
396 	 1.14 	 0.35 	 0.059 	 0.401 
165 	 1.91 	 0.11 	 0.082 	 0.250 
240 	 0.30 	 0.81 	 0.089 	 0.895 
285 	 1.29 	 0.94 	 0.074 	 0.753 
147 	 0.09 	 0.39 	 0.059 	 0.925 
197 	 1.14 	 0.47 	 0.094 	 0.147 
348 	 1.35 	 0.31 	 0.081 	 0.976 
282 	 0.39 	 0.75 	 0.004 	 0.685 
 99 	 1.59 	 0.77 	 0.064 	 0.549 
 77 	 1.73 	 0.27 	 0.077 	 0.397 
144 	 0.89 	 0.61 	 0.050 	 0.464 
 48 	 0.97 	 0.44 	 0.079 	 0.838 
 25 	 0.56 	 0.52 	 0.100 	 0.101 
 49 	 0.90 	 0.92 	 0.008 	 0.741 
 98 	 0.16 	 0.65 	 0.050 	 0.908 
388 	 1.08 	 0.34 	 0.067 	 0.967 
200 	 1.86 	 0.05 	 0.016 	 0.217 
127 	 1.97 	 0.10 	 0.025 	 0.254 
 89 	 0.80 	 0.61 	 0.062 	 0.517 
 96 	 1.88 	 0.16 	 0.088 	 0.788 
 94 	 0.41 	 0.92 	 0.079 	 0.433 
127 	 1.09 	 0.31 	 0.043 	 0.444 
154 	 1.32 	 0.42 	 0.059 	 0.112 
228 	 1.21 	 0.08 	 0.015 	 0.662 
148 	 1.52 	 0.72 	 0.043 	 0.151 
341 	 1.81 	 0.24 	 0.088 	 0.412 
 21 	 1.37 	 0.23 	 0.080 	 0.376 
114 	 1.43 	 0.42 	 0.030 	 0.784 
185 	 1.37 	 0.63 	 0.077 	 0.448 
362 	 0.49 	 0.53 	 0.081 	 0.181 
391 	 0.99 	 0.54 	 0.073 	 0.167 
373 	 0.99 	 0.46 	 0.070 	 0.650 
  4 	 1.68 	 0.54 	 0.034 	 0.878 
143 	 0.15 	 0.05 	 0.084 	 0.306 
 17 	 0.39 	 0.68 	 0.074 	 0.827 
267 	 0.01 	 0.98 	 0.018 	 0.564 
223 	 0.12 	 0.04 	 0.004 	 0.774 
 18 	 1.73 	 0.61 	 0.062 	 0.106 
314 	 1.50 	 0.90 	 0.098 	 0.488 
209 	 0.83 	 0.56 	 0.003 	 0.769 
264 	 1.44 	 0.68 	 0.011 	 0.993 
 52 	 1.14 	 0.19 	 0.051 	 0.944 
202 	 1.04 	 0.81 	 0.056 	 0.951 
372 	 0.53 	 0.59 	 0.091 	 0.652 
194 	 1.39 	 0.68 	 0.036 	 0.390 
 91 	 0.87 	 0.56 	 0.036 	 0.204 
280 	 1.15 	 0.38 	 0.002 	 0.889 
356 	 1.20 	 0.27 	 0.096 	 0.394 
123 	 1.53 	 0.75 	 0.061 	 0.145 
 18 	 1.47 	 0.33 	 0.039 	 0.325 
 58 	 1.97 	 0.73 	 0.009 	 0.746 
139 	 1.08 	 0.65 	 0.085 	 0.684 
 56 	 0.29 	 0.19 	 0.000 	 0.364 
359 	 0.57 	 0.17 	 0.030 	 0.538 
 77 	 1.63 	 0.26 	 0.079 	 0.502 
 76 	 1.84 	 0.21 	 0.003 	 0.778 
210 	 0.40 	 0.32 	 0.054 	 0.323 
 17 	 0.17 	 0.70 	 0.000 	 0.649 
331 	 0.39 	 0.55 	 0.059 	 0.514 
 79 	 0.78 	 0.23 	 0.030 	 0.241 
 91 	 0.54 	 0.70 	 0.031 	 0.333 
 96 	 0.19 	 0.75 	 0.006 	 0.581 
 64 	 1.46 	 0.66 	 0.086 	 0.982 
384 	 0.70 	 0.94 	 0.064 	 0.648 
171 	 0.07 	 0.59 	 0.030 	 0.170 
  1 	 0.35 	 0.95 	 0.026 	 0.647 
302 	 0.73 	 0.05 	 0.043 	 0.853 
  7 	 0.30 	 0.39 	 0.051 	 0.324 
105 	 0.97 	 0.02 	 0.073 	 0.612 
299 	 0.63 	 0.65 	 0.099 	 0.386 
139 	 1.31 	 0.61 	 0.065 	 0.176 
 25 	 0.32 	 0.27 	 0.083 	 0.864 
330 	 0.35 	 0.33 	 0.018 	 0.359 
132 	 0.89 	 0.44 	 0.099 	 0.700 
270 	 0.42 	 0.79 	 0.099 	 0.485 
367 	 0.70 	 0.05 	 0.085 	 0.791 
 61 	 0.71 	 0.61 	 0.007 	 0.623 
206 	 0.46 	 0.66 	 0.036 	 0.605 
 68 	 1.29 	 0.01 	 0.078 	 0.240 
 42 	 0.40 	 0.55 	 0.098 	 0.658 
297 	 0.64 	 0.28 	 0.017 	 0.722 
 54 	 0.89 	 0.24 	 0.066 	 0.271 
187 	 1.94 	 0.26 	 0.032 	 0.664 
 72 	 1.45 	 0.46 	 0.088 	 0.435 
388 	 1.30 	 0.47 	 0.018 	 0.791 
 18 	 0.86 	 0.25 	 0.035 	 0.519 
103 	 0.40 	 0.93 	 0.035 	 0.399 
360 	 1.42 	 0.75 	 0.031 	 0.545 
 48 	 1.26 	 0.85 	 0.068 	 0.783 
 59 	 0.64 	 0.06 	 0.011 	 0.284 
249 	 0.62 	 0.68 	 0.059 	 0.923 
 40 	 0.17 	 0.29 	 0.028 	 0.286 
 67 	 0.92 	 0.47 	 0.048 	 0.224 
142 	 0.36 	 0.99 	 0.038 	 0.253 
 27 	 1.64 	 0.02 	 0.065 	 0.161 
 26 	 0.92 	 0.08 	 0.051 	 0.439 
 30 	 0.08 	 0.96 	 0.004 	 0.171 
 20 	 1.49 	 0.84 	 0.007 	 0.122 
388 	 1.48 	 0.61 	 0.037 	 0.961 
199 	 0.60 	 0.26 	 0.028 	 0.245 
209 	 0.54 	 0.96 	 0.048 	 0.959 
201 	 1.76 	 0.25 	 0.066 	 0.686 
377 	 0.04 	 0.48 	 0.076 	 0.175 
369 	 1.09 	 0.64 	 0.071 	 0.630 
229 	 0.07 	 0.05 	 0.054 	 0.588 
244 	 1.71 	 0.30 	 0.023 	 0.702 
130 	 1.00 	 0.45 	 0.066 	 0.466 
259 	 0.73 	 0.28 	 0.032 	 0.185 
 56 	 1.70 	 0.13 	 0.063 	 0.111 
193 	 0.31 	 0.79 	 0.087 	 0.204 
 68 	 1.64 	 0.82 	 0.028 	 0.643 
298 	 0.18 	 0.39 	 0.054 	 0.458 
147 	 0.96 	 0.02 	 0.061 	 0.855 
221 	 0.91 	 0.43 	 0.062 	 0.780 
 31 	 0.82 	 0.30 	 0.093 	 0.941 
 43 	 0.10 	 0.31 	 0.047 	 0.918 
332 	 1.28 	 0.10 	 0.019 	 0.916 
243 	 1.09 	 0.77 	 0.057 	 0.187 
233 	 0.09 	 0.44 	 0.037 	 0.857 
161 	 0.52 	 0.73 	 0.041 	 0.497 
313 	 0.47 	 0.52 	 0.045 	 0.210 
202 	 1.49 	 0.20 	 0.018 	 0.163 
208 	 0.95 	 0.25 	 0.024 	 0.190 
182 	 1.39 	 0.08 	 0.071 	 0.219 
192 	 0.79 	 0.79 	 0.044 	 0.936 
179 	 0.67 	 0.96 	 0.082 	 0.491 
 86 	 0.16 	 0.95 	 0.004 	 0.289 
243 	 1.18 	 0.10 	 0.051 	 0.241 
310 	 1.11 	 0.75 	 0.082 	 0.162 
135 	 1.89 	 0.40 	 0.080 	 0.635 
397 	 1.85 	 0.11 	 0.029 	 0.351 
204 	 1.41 	 0.55 	 0.016 	 0.605 
336 	 0.27 	 0.82 	 0.046 	 0.770 
 75 	 0.63 	 0.20 	 0.001 	 0.441 
 39 	 0.06 	 0.06 	 0.019 	 0.921 
270 	 2.00 	 0.81 	 0.060 	 0.613 
362 	 1.00 	 0.27 	 0.051 	 0.463 
251 	 1.93 	 0.98 	 0.079 	 0.367 
166 	 1.38 	 0.99 	 0.027 	 0.804 
  6 	 0.50 	 0.89 	 0.071 	 0.931 
334 	 1.30 	 0.61 	 0.070 	 0.607 
 20 	 1.75 	 0.21 	 0.073 	 0.220 
341 	 1.75 	 0.27 	 0.080 	 0.453 
320 	 1.32 	 0.64 	 0.052 	 0.584 
393 	 0.09 	 0.72 	 0.051 	 0.208 
194 	 1.89 	 0.87 	 0.006 	 0.234 
 22 	 0.95 	 0.35 	 0.065 	 0.348 
 35 	 1.72 	 0.40 	 0.068 	 0.289 
167 	 0.74 	 0.95 	 0.082 	 0.708 
348 	 1.07 	 0.62 	 0.084 	 0.860 
353 	 0.65 	 0.72 	 0.059 	 0.648 
 23 	 1.80 	 0.27 	 0.099 	 0.653 
134 	 0.45 	 0.66 	 0.022 	 0.968 
264 	 0.34 	 0.37 	 0.059 	 0.446 
383 	 0.26 	 0.40 	 0.029 	 0.907 
268 	 1.23 	 0.05 	 0.069 	 0.954 
260 	 0.60 	 0.20 	 0.096 	 0.622 
278 	 1.26 	 0.90 	 0.038 	 0.225 
260 	 0.54 	 0.74 	 0.094 	 0.960 
339 	 0.22 	 0.03 	 0.038 	 0.770 
303 	 1.49 	 0.54 	 0.092 	 0.754 
 93 	 1.61 	 0.29 	 0.060 	 0.894 
288 	 0.53 	 0.42 	 0.085 	 0.499 
202 	 1.56 	 0.56 	 0.010 	 0.196 
 22 	 0.27 	 0.41 	 0.082 	 0.242 
216 	 0.06 	 0.18 	 0.036 	 0.405 
254 	 0.39 	 0.54 	 0.048 	 0.432 
104 	 1.84 	 0.22 	 0.054 	 0.235 
337 	 1.09 	 0.02 	 0.042 	 0.800 
256 	 0.81 	 0.35 	 0.033 	 0.371 
294 	 0.70 	 0.21 	 0.026 	 0.971 
309 	 0.73 	 0.63 	 0.004 	 0.112 
169 	 0.71 	 0.26 	 0.035 	 0.187 
193 	 1.70 	 0.27 	 0.015 	 0.491 
140 	 0.27 	 0.34 	 0.067 	 0.916 
 86 	 1.73 	 0.32 	 0.065 	 0.395 
273 	 1.30 	 0.73 	 0.095 	 0.964 
322 	 0.12 	 0.56 	 0.063 	 0.345 
172 	 0.83 	 0.98 	 0.057 	 0.329 
246 	 1.60 	 0.65 	 0.080 	 0.829 
273 	 0.66 	 0.92 	 0.000 	 0.929 
 39 	 0.02 	 0.42 	 0.090 	 0.583 
198 	 1.68 	 0.24 	 0.038 	 0.830 
389 	 1.92 	 0.27 	 0.020 	 0.345 
146 	 0.01 	 0.15 	 0.096 	 0.974 
357 	 0.97 	 0.48 	 0.055 	 0.562 
217 	 1.86 	 0.28 	 0.058 	 0.428 
 78 	 0.77 	 0.45 	 0.020 	 0.471 
150 	 0.54 	 0.65 	 0.030 	 0.751 
 66 	 0.61 	 0.91 	 0.063 	 0.100 
336 	 0.55 	 0.72 	 0.070 	 0.632 
342 	 0.86 	 0.35 	 0.071 	 0.939 
288 	 1.14 	 0.52 	 0.044 	 0.254 
  6 	 1.34 	 0.44 	 0.029 	 0.214 
115 	 0.43 	 0.86 	 0.047 	 0.540 
295 	 0.92 	 0.83 	 0.011 	 0.670 
225 	 1.83 	 0.67 	 0.050 	 0.820 
117 	 0.59 	 0.07 	 0.062 	 0.508 
102 	 1.51 	 0.17 	 0.072 	 0.131 
 53 	 0.51 	 0.02 	 0.028 	 0.432 
149 	 0.32 	 0.67 	 0.001 	 0.634 
156 	 0.64 	 0.67 	 0.007 	 0.598 
106 	 0.31 	 0.55 	 0.097 	 0.442 
155 	 1.18 	 0.01 	 0.068 	 0.354 
300 	 1.47 	 0.70 	 0.069 	 0.949 
208 	 1.32 	 0.11 	 0.049 	 0.646 
265 	 1.79 	 0.36 	 0.085 	 0.492 
383 	 1.74 	 0.97 	 0.069 	 0.369 
111 	 1.14 	 0.53 	 0.029 	 0.623 
131 	 1.83 	 0.86 	 0.096 	 0.311 
230 	 1.48 	 0.59 	 0.076 	 0.103 
127 	 1.42 	 0.28 	 0.001 	 0.577 
152 	 1.03 	 0.38 	 0.080 	 0.823 
316 	 0.48 	 0.94 	 0.081 	 0.286 
 11 	 1.72 	 0.31 	 0.095 	 0.764 
 45 	 0.99 	 0.46 	 0.023 	 0.735 
137 	 0.38 	 0.74 	 0.062 	 0.321 
263 	 0.49 	 0.34 	 0.091 	 0.399 
182 	 0.08 	 0.34 	 0.009 	 0.227 
122 	 0.41 	 0.28 	 0.035 	 0.293 
121 	 1.33 	 0.71 	 0.089 	 0.835 
185 	 1.01 	 0.45 	 0.066 	 0.979 
253 	 1.35 	 0.60 	 0.026 	 0.358 
354 	 1.06 	 0.91 	 0.023 	 0.339 
339 	 1.28 	 0.47 	 0.054 	 0.812 
 79 	 0.96 	 0.71 	 0.006 	 0.661 
343 	 0.85 	 0.49 	 0.017 	 0.608 
 88 	 1.36 	 0.42 	 0.071 	 0.704 
400 	 1.00 	 1.00 	 0.037 	 0.231 
203 	 0.75 	 0.74 	 0.067 	 0.172 
 60 	 1.39 	 0.97 	 0.097 	 0.832 
349 	 0.03 	 0.23 	 0.085 	 0.472 
 37 	 1.08 	 0.38 	 0.010 	 0.997 
375 	 0.21 	 0.96 	 0.058 	 0.179 
150 	 1.95 	 0.20 	 0.089 	 0.584 
213 	 0.46 	 0.67 	 0.059 	 0.118 
393 	 0.20 	 0.43 	 0.022 	 0.117 
283 	 0.07 	 0.90 	 0.082 	 0.473 
284 	 2.00 	 0.22 	 0.055 	 0.857 
 62 	 1.85 	 0.65 	 0.015 	 0.935 
297 	 1.39 	 0.17 	 0.063 	 0.902 
349 	 1.09 	 0.57 	 0.031 	 0.984 
207 	 0.64 	 0.84 	 0.051 	 0.541 
199 	 1.11 	 0.81 	 0.051 	 0.478 
199 	 1.42 	 0.48 	 0.060 	 0.249 
395 	 0.56 	 0.84 	 0.055 	 0.295 
399 	 1.52 	 0.44 	 0.022 	 0.572 
159 	 0.53 	 0.44 	 0.051 	 0.408 
 96 	 0.24 	 0.46 	 0.067 	 0.375 
154 	 1.00 	 0.83 	 0.097 	 0.754 
154 	 1.20 	 0.39 	 0.092 	 0.470 
 83 	 1.60 	 0.55 	 0.022 	 0.890 
 52 	 1.81 	 0.35 	 0.097 	 0.625 
277 	 0.28 	 0.73 	 0.052 	 0.677 
100 	 0.91 	 0.83 	 0.087 	 0.790 
252 	 0.27 	 0.99 	 0.083 	 0.179 
364 	 0.34 	 0.17 	 0.092 	 0.314 
375 	 0.65 	 0.92 	 0.087 	 0.422 
398 	 1.76 	 0.38 	 0.004 	 0.920 
234 	 1.83 	 0.61 	 0.012 	 0.193 
296 	 1.59 	 0.02 	 0.018 	 0.851 
212 	 1.35 	 0.49 	 0.005 	 0.445 
 76 	 0.55 	 0.21 	 0.072 	 0.527 
392 	 0.60 	 0.88 	 0.057 	 0.674 
 37 	 0.53 	 0.64 	 0.055 	 0.826 
125 	 1.49 	 0.75 	 0.080 	 0.101 
288 	 1.99 	 0.72 	 0.024 	 0.644 
135 	 1.79 	 0.89 	 0.037 	 0.713 
397 	 0.90 	 0.14 	 0.069 	 0.301 
274 	 0.30 	 0.97 	 0.004 	 0.295 
242 	 1.18 	 0.11 	 0.097 	 0.579 
152 	 1.50 	 0.21 	 0.050 	 0.911 
 61 	 1.50 	 0.64 	 0.075 	 0.532 
244 	 0.52 	 0.22 	 0.061 	 0.639 
 67 	 1.73 	 0.34 	 0.035 	 0.235 
  1 	 1.56 	 0.29 	 0.023 	 0.809 
215 	 0.03 	 0.09 	 0.097 	 0.911 
182 	 0.11 	 0.67 	 0.035 	 0.975 
131 	 0.61 	 0.94 	 0.083 	 0.642 
151 	 1.93 	 0.59 	 0.020 	 0.237 
362 	 1.78 	 0.43 	 0.000 	 0.230 
326 	 1.43 	 0.28 	 0.054 	 0.294 
275 	 1.63 	 0.17 	 0.003 	 0.323 
 66 	 0.71 	 0.77 	 0.018 	 0.815 
 15 	 1.56 	 0.91 	 0.004 	 0.488 
342 	 0.76 	 0.22 	 0.036 	 0.860 
170 	 1.29 	 0.54 	 0.020 	 0.107 
248 	 1.47 	 0.75 	 0.041 	 0.335 
186 	 0.42 	 0.89 	 0.049 	 0.119 
175 	 0.43 	 0.66 	 0.019 	 0.206 
217 	 1.13 	 0.68 	 0.055 	 0.714 
335 	 0.28 	 0.70 	 0.054 	 0.777 
 31 	 0.88 	 0.58 	 0.004 	 0.684 
273 	 1.96 	 0.79 	 0.070 	 0.357 
289 	 1.46 	 0.01 	 0.060 	 0.506 
239 	 1.14 	 0.12 	 0.078 	 0.620 
124 	 1.20 	 0.56 	 0.072 	 0.276 
376 	 1.29 	 0.91 	 0.035 	 0.403 
201 	 0.39 	 0.66 	 0.054 	 0.493 
 42 	 0.98 	 0.96 	 0.008 	 0.319 
177 	 0.83 	 0.35 	 0.007 	 0.315 
263 	 1.73 	 0.53 	 0.079 	 0.346 
 20 	 0.29 	 0.20 	 0.023 	 0.943 
173 	 1.78 	 0.97 	 0.093 	 0.916 
242 	 1.73 	 0.04 	 0.023 	 0.305 
 49 	 0.88 	 0.30 	 0.008 	 0.646 
295 	 0.86 	 0.11 	 0.072 	 0.268 
368 	 1.02 	 0.69 	 0.016 	 0.993 
 49 	 1.88 	 0.69 	 0.068 	 0.309 
 24 	 0.98 	 0.43 	 0.012 	 0.365 
209 	 0.10 	 0.36 	 0.041 	 0.338 
395 	 1.76 	 0.40 	 0.055 	 0.809 
 83 	 0.51 	 0.40 	 0.073 	 0.632 
364 	 1.28 	 0.96 	 0.087 	 0.121 
  2 	 0.50 	 0.98 	 0.091 	 0.407 
348 	 1.58 	 0.69 	 0.046 	 0.728 
 37 	 0.89 	 0.19 	 0.044 	 0.420 
  5 	 0.32 	 0.89 	 0.017 	 0.563 
 69 	 0.03 	 0.28 	 0.091 	 0.436 
  1 	 0.56 	 0.60 	 0.064 	 0.787 
312 	 1.01 	 0.26 	 0.016 	 0.759 
192 	 1.01 	 0.39 	 0.034 	 0.332 
277 	 1.63 	 0.79 	 0.065 	 0.630 
 36 	 0.13 	 0.41 	 0.075 	 0.725 
285 	 1.34 	 0.73 	 0.068 	 0.300 
364 	 1.66 	 0.57 	 0.030 	 0.705 
188 	 0.97 	 0.81 	 0.064 	 0.252 
173 	 0.75 	 0.21 	 0.070 	 0.829 
383 	 0.88 	 0.33 	 0.067 	 0.609 
180 	 0.31 	 0.46 	 0.097 	 0.582 
 10 	 0.07 	 0.86 	 0.045 	 0.648 
355 	 1.72 	 0.50 	 0.076 	 0.284 
180 	 0.11 	 0.85 	 0.064 	 0.666 
123 	 1.58 	 0.46 	 0.030 	 0.265 
256 	 0.90 	 0.63 	 0.005 	 0.231 
179 	 1.40 	 0.42 	 0.005 	 0.377 
157 	 1.81 	 0.13 	 0.099 	 0.292 
 97 	 0.15 	 0.57 	 0.028 	 0.371 
385 	 1.56 	 0.70 	 0.085 	 0.617 
372 	 1.96 	 0.28 	 0.049 	 0.152 
272 	 0.91 	 0.61 	 0.040 	 0.867 
 28 	 0.65 	 0.17 	 0.084 	 0.713 
 43 	 0.46 	 0.13 	 0.040 	 0.245 
260 	 1.17 	 0.37 	 0.094 	 0.397 
 52 	 0.62 	 0.86 	 0.053 	 0.387 
172 	 0.10 	 0.66 	 0.037 	 0.107 
343 	 1.70 	 0.44 	 0.037 	 0.489 
220 	 1.33 	 0.94 	 0.095 	 0.861 
278 	 1.98 	 0.56 	 0.077 	 0.716 
 35 	 1.13 	 0.83 	 0.019 	 0.387 
185 	 0.35 	 0.51 	 0.073 	 0.795 
200 	 1.25 	 0.34 	 0.035 	 0.859 
351 	 1.04 	 0.02 	 0.016 	 0.286 
370 	 0.26 	 0.92 	 0.002 	 0.901 
377 	 0.84 	 0.89 	 0.007 	 0.590 
190 	 1.78 	 0.82 	 0.011 	 0.717 
105 	 1.37 	 0.69 	 0.100 	 0.604 
309 	 1.46 	 0.53 	 0.045 	 0.188 
247 	 1.69 	 0.88 	 0.051 	 0.953 
 43 	 1.65 	 0.03 	 0.043 	 0.230 
 43 	 0.87 	 0.76 	 0.087 	 0.900 
196 	 1.55 	 0.96 	 0.039 	 0.156 
276 	 1.56 	 0.35 	 0.030 	 0.888 
188 	 1.94 	 0.55 	 0.022 	 0.719 
336 	 1.18 	 0.93 	 0.006 	 0.536 
268 	 0.94 	 0.38 	 0.038 	 0.248 
115 	 1.96 	 0.62 	 0.072 	 0.347 
119 	 1.19 	 0.74 	 0.066 	 0.715 
134 	 0.77 	 0.82 	 0.046 	 0.401 
186 	 1.24 	 0.16 	 0.089 	 0.309 
 28 	 0.61 	 0.74 	 0.020 	 0.862 
133 	 1.01 	 0.77 	 0.037 	 0.997 
224 	 1.76 	 0.15 	 0.028 	 0.318 
141 	 0.95 	 0.11 	 0.084 	 0.711 
175 	 0.35 	 0.61 	 0.069 	 0.349 
194 	 1.78 	 0.84 	 0.097 	 0.563 
142 	 0.90 	 0.13 	 0.077 	 0.234 
169 	 0.92 	 0.91 	 0.064 	 0.706 
320 	 1.89 	 0.26 	 0.007 	 0.870 
249 	 0.04 	 0.17 	 0.042 	 0.644 
 17 	 0.09 	 0.36 	 0.080 	 0.162 
221 	 1.82 	 0.42 	 0.006 	 0.855 
135 	 1.33 	 0.48 	 0.002 	 0.559 
353 	 1.38 	 1.00 	 0.029 	 0.836 
322 	 1.07 	 0.94 	 0.090 	 0.599 
  2 	 0.79 	 0.99 	 0.018 	 0.370 
144 	 0.38 	 0.09 	 0.067 	 0.483 
199 	 0.01 	 0.26 	 0.062 	 0.339 
 95 	 1.91 	 0.63 	 0.023 	 0.340 
108 	 1.51 	 0.12 	 0.083 	 0.624 
333 	 0.43 	 0.00 	 0.045 	 0.894 
384 	 1.42 	 0.58 	 0.100 	 0.726 
159 	 0.34 	 0.90 	 0.046 	 0.903 
 45 	 0.69 	 0.77 	 0.015 	 0.681 
183 	 0.18 	 0.60 	 0.040 	 0.494 
240 	 0.40 	 0.60 	 0.093 	 0.153 
282 	 1.48 	 0.75 	 0.095 	 0.552 
171 	 1.91 	 0.05 	 0.050 	 0.282 
345 	 1.84 	 0.89 	 0.084 	 0.732 
 57 	 1.94 	 0.89 	 0.075 	 0.800 
368 	 1.08 	 0.34 	 0.011 	 0.668 
 78 	 1.85 	 0.83 	 0.009 	 0.573 
306 	 1.20 	 0.14 	 0.057 	 0.966 
200 	 1.24 	 0.21 	 0.094 	 0.637 
249 	 1.24 	 0.54 	 0.066 	 0.884 
262 	 0.11 	 0.14 	 0.032 	 0.396 
137 	 1.80 	 0.97 	 0.022 	 0.253 
